 4.43948401156409912238221e-03 -9.999e+01 8.274e-01 -2.389e+02 4.43949261931377535395082e-03 1.027e+02 -9.974e+01 -1.799e+02
 4.50435773005053007728149e-03 9.746e+01 8.716e+01 -2.321e+02 4.50435799122744697647880e-03 -9.423e+01 -2.029e+01 -2.453e+02
 4.72490004252880489016286e-03 9.227e+01 -2.731e+02 -5.953e+01 4.72540558462180345505876e-03 -9.225e+01 -1.192e+02 -5.907e+01
 5.13904293823315080902425e-03 9.946e+01 8.861e+01 -1.909e+02 5.13904610478927315747599e-03 -9.414e+01 1.814e+02 -6.802e+01
 5.21384168860186160421311e-03 -9.548e+01 -2.280e+02 -1.749e+02 5.21384516831065788350363e-03 1.045e+02 -1.446e+01 -1.957e+02
 5.22008073409413984877769e-03 -9.373e+01 -2.763e+02 2.066e+02 5.22058737772716340702628e-03 1.057e+02 -8.591e+01 -2.398e+02
 5.34996640140187555007012e-03 9.670e+01 -6.204e+01 -1.882e+02 5.34997181555849077305709e-03 -9.652e+01 -8.823e+00 -1.092e+02
 5.50164306951948268997743e-03 -9.597e+01 6.421e+01 -2.468e+02 5.50164920511051706158989e-03 9.773e+01 -1.173e+02 -2.371e+02
 5.71405625237840757851826e-03 9.505e+01 -1.238e+02 -2.233e+02 5.71456447655050575606950e-03 -1.018e+02 -1.843e+02 -1.197e+02
 5.75724461494098779107409e-03 9.200e+01 -1.203e+02 1.555e+02 5.75775906834996142186212e-03 -9.982e+01 -4.225e+01 -4.607e+01
 5.80244165976513941868076e-03 9.895e+01 -1.489e+02 -1.976e+02 5.80245285774079033042083e-03 -1.033e+02 1.438e+02 -1.994e+02
 5.91616765559449878097986e-03 1.016e+02 -1.160e+02 -1.261e+02 5.91617912048668804364526e-03 -9.286e+01 -4.799e+01 -1.978e+02
 5.93873660332244149989700e-03 -1.070e+02 -2.877e+02 1.720e+02 5.93924238940749318893531e-03 9.200e+01 -5.161e+01 -2.188e+02
 6.00707323373794125492831e-03 9.684e+01 -1.206e+02 -4.693e+01 6.00757782627559053928445e-03 -9.656e+01 5.942e+01 -2.199e+02
 6.04580294446986458989368e-03 -9.423e+01 -9.145e+01 -2.226e+02 6.04630395079334363034329e-03 1.054e+02 1.018e+02 -2.141e+02
 6.09399641540081960650044e-03 -9.733e+01 -2.282e+02 1.274e+02 6.09400188149049771429988e-03 9.692e+01 -5.815e+01 -2.369e+02
 6.10056656264790827387534e-03 -1.027e+02 -8.965e+01 -2.019e+02 6.10107159976198791528912e-03 1.011e+02 -1.260e+02 -4.702e+01
 6.34258689175695895834384e-03 1.026e+02 -1.276e+02 -1.328e+01 6.34259367541071747420567e-03 -1.040e+02 7.751e+01 -5.169e+01
 6.42930021181138851293912e-03 -9.781e+01 -1.441e+02 -2.803e+01 6.42980917192356032918710e-03 1.027e+02 -1.939e+02 -1.707e+02
 6.76991750933148093288816e-03 -9.647e+01 -2.530e+02 -2.525e+01 6.77042541397412499931674e-03 9.794e+01 -2.868e+02 8.008e+00
 6.93087101012173755626433e-03 9.201e+01 8.175e+01 -2.454e+02 6.93087774143465434190103e-03 -9.418e+01 8.044e+00 -8.648e+01
 6.94553144477799873357515e-03 9.858e+01 -1.198e+02 -2.364e+02 6.94553565906107922556245e-03 -9.386e+01 1.113e+02 -2.442e+02
 7.27995583560384941501642e-03 9.234e+01 5.117e+01 7.814e+00 7.27996323999333637411180e-03 -9.602e+01 2.349e+02 -4.289e+01
 7.34420197271805005878598e-03 -1.010e+02 -5.768e+01 -2.428e+02 7.34421368999770788482673e-03 1.005e+02 -1.525e+02 -1.749e+02
 7.40174012229967252796126e-03 9.938e+01 -1.337e+02 -2.380e+02 7.40174251785338539050274e-03 -9.553e+01 1.468e+02 -2.428e+02
 7.50623604715491051647680e-03 -1.019e+02 2.697e+02 -2.013e+02 7.50675062500647492791384e-03 1.018e+02 -8.655e+01 -2.243e+02
 7.52513480179605332570647e-03 9.732e+01 -1.086e+02 -2.364e+02 7.52514835828184836669097e-03 -9.903e+01 2.289e+02 -2.131e+02
 7.66153315435719357850974e-03 9.969e+01 -2.197e+01 -2.248e+02 7.66154242705492042470050e-03 -1.050e+02 -7.740e+01 -1.794e+02
 7.77424289576633589099464e-03 -9.735e+01 -2.582e+02 -1.647e+02 7.77424581179087925003612e-03 1.046e+02 -9.750e+01 -2.006e+02
 7.77598362915312302928728e-03 -9.486e+01 6.045e+01 -6.564e+01 7.77649219660807126952573e-03 1.050e+02 -1.309e+02 -2.083e+02
 7.82032267933171522378277e-03 1.024e+02 -1.055e+02 -2.321e+02 7.82032436400938169018815e-03 -1.052e+02 -2.782e+01 -2.142e+02
 7.84397535898746604832166e-03 -9.607e+01 7.318e+01 -1.845e+02 7.84447884836316118584154e-03 9.652e+01 5.652e+01 -1.795e+02
 8.01570913040390575776684e-03 1.003e+02 -1.055e+02 -2.222e+02 8.01572064761303659796710e-03 -1.030e+02 1.662e+01 -2.116e+02
