 7.44602705389220501661432e-05 9.600e+01 -1.987e+01 -2.317e+02 7.49734825305365662137524e-05 -9.619e+01 -4.603e+01 -4.498e+01
 1.08397811427634826694257e-04 1.028e+02 -1.243e+02 -2.267e+02 1.08399018225934680990409e-04 -1.061e+02 -1.691e+02 -2.171e+02
 1.13737003905176202911594e-04 -9.493e+01 8.679e+01 4.246e+01 1.13738847248450760090560e-04 9.604e+01 -5.039e+01 -1.628e+02
 2.20569279717320020908419e-04 -1.030e+02 -2.709e+02 -2.379e+02 2.20573076621468071745885e-04 1.080e+02 -1.087e+02 -1.891e+02
 7.92597774078577631956533e-04 -9.200e+01 1.787e+02 1.183e+02 7.92597778076084493077691e-04 9.655e+01 -1.213e+02 -2.315e+02
 8.82711577664779508192727e-04 -9.837e+01 -1.208e+00 -5.935e+01 8.83214294701237918015779e-04 9.592e+01 -8.670e+01 -2.071e+02
 8.84386279835644591694466e-04 9.801e+01 2.884e+02 -2.098e+02 8.84394491893577237850987e-04 -9.351e+01 -7.890e+01 -9.901e+01
 9.12273841508354547090442e-04 1.014e+02 -1.055e+02 -2.393e+02 9.12283602499442108219041e-04 -9.200e+01 4.379e+01 -2.394e+02
 9.16901284189504308524965e-04 9.467e+01 1.105e+02 -2.111e+02 9.17412908114852458305033e-04 -9.510e+01 1.706e+02 -2.358e+02
 9.71900050913596840265751e-04 -1.061e+02 -8.454e+01 -2.442e+02 9.72405617689227645336625e-04 1.069e+02 -1.594e+02 -1.214e+02
 1.03688946347450772732246e-03 -9.801e+01 -1.989e+02 -1.997e+02 1.03689836954908606685144e-03 9.200e+01 -2.100e+02 -7.765e+01
 1.10469291425413442160608e-03 -9.674e+01 -1.692e+02 -8.651e+01 1.10470034639770058049191e-03 9.284e+01 -3.295e+00 -1.812e+02
 1.22390667609093960893629e-03 -9.338e+01 -1.889e+02 -1.541e+02 1.22391152849562535355477e-03 9.777e+01 -1.206e+02 -2.216e+02
 1.24196436416379473767491e-03 -1.050e+02 -1.082e+02 -2.186e+02 1.24196733703397371728627e-03 9.891e+01 -2.004e+02 -2.257e+02
 1.32423661967490243970835e-03 9.688e+01 -1.646e+01 -1.296e+02 1.32424430509665022950849e-03 -9.433e+01 -7.679e+01 -2.313e+02
 1.33880681874592988821193e-03 1.057e+02 1.599e+02 -1.708e+02 1.33881430723408888401604e-03 -1.037e+02 1.583e+02 -1.010e+02
 1.49072115506517963688660e-03 -1.030e+02 -1.235e+02 -5.157e+01 1.49072768302308282170610e-03 9.688e+01 -2.107e+01 -2.014e+02
 1.56589568605739999987425e-03 -9.480e+01 -1.112e+02 -1.604e+02 1.56640580689669799314967e-03 9.745e+01 -7.687e+01 2.113e+02
 1.72509332478864435556076e-03 -9.200e+01 -2.886e+02 -1.725e+02 1.72509689824755702881875e-03 1.071e+02 -1.252e+02 -2.110e+02
 1.86054294505524236459648e-03 1.064e+02 -7.331e+01 -1.944e+02 1.86105165596898297630801e-03 -9.339e+01 -2.253e+00 -2.368e+02
 2.11256130815696717070717e-03 -1.004e+02 -2.620e+02 -1.247e+02 2.11257510170136586155620e-03 9.506e+01 6.997e+01 -2.401e+02
 2.32646269683877034151198e-03 -9.564e+01 -4.680e+00 -2.223e+02 2.32647231304960230152679e-03 9.555e+01 -2.894e+02 -3.898e+01
 2.72308313692434626751560e-03 -9.722e+01 7.406e+01 -2.116e+02 2.72308499779748804450752e-03 9.676e+01 -2.503e+02 -1.595e+02
 2.74151395247921843625893e-03 9.348e+01 -2.027e+02 -4.784e+01 2.74151714030950940936826e-03 -9.820e+01 4.481e+01 -5.836e+01
 2.82412984179954921343247e-03 -1.007e+02 -1.666e+02 -6.902e+01 2.82413735642510948034567e-03 1.059e+02 -1.547e+01 -7.930e+01
 2.94217603426041168779292e-03 9.389e+01 -2.093e+02 -2.307e+02 2.94218179228641343522788e-03 -9.933e+01 6.776e+00 -1.210e+02
 3.03630409802825487058930e-03 -9.719e+01 -1.599e+02 -2.391e+02 3.03631567720452329520175e-03 1.061e+02 -3.011e+01 -2.393e+02
 3.39005801543386473678732e-03 -9.320e+01 1.067e+02 -8.525e+01 3.39006301238441772744059e-03 1.046e+02 5.600e+01 -2.185e+02
 3.45862500296900557752999e-03 -9.200e+01 7.303e+01 -8.250e+01 3.45913501568840273461825e-03 9.506e+01 -8.464e+01 -2.235e+02
 3.78649721079945362697816e-03 -9.998e+01 -1.403e+02 -5.069e+01 3.78651200675922351354674e-03 9.496e+01 -1.527e+02 -1.254e+02
 4.09981654459330800005512e-03 1.046e+02 -3.628e+01 -2.458e+02 4.09981948244128157482491e-03 -9.751e+01 -1.489e+02 -2.371e+02
 4.10156955035961660882560e-03 -9.365e+01 1.545e+02 -2.404e+02 4.10157601016336581523092e-03 9.608e+01 -1.413e+02 -2.473e+02
 4.27995701838950869805300e-03 1.013e+02 -1.106e+02 -2.260e+02 4.27996060940430151503522e-03 -9.747e+01 -7.762e+01 -1.707e+02
 4.29361905956513866672308e-03 -9.910e+01 -1.316e+02 -2.339e+02 4.29362514124033509826939e-03 1.009e+02 -1.468e+02 -1.219e+02
 4.42109458949820760542693e-03 -9.458e+01 -5.275e+01 -2.262e+02 4.42109789451249068914507e-03 9.246e+01 -8.080e+01 -2.313e+02
 4.43802901818887880758258e-03 -1.059e+02 1.438e+02 -1.698e+02 4.43803950909479449221662e-03 1.080e+02 2.111e+02 -1.470e+02
